,1,2,3,4,5,6,7,8,19,9,11,12,13,14,15,17,18,131,132,90,91,92,133,140,141,142,22,23,24,25,30,31,32,33,34,35,40,41,42,43,44,50,51,52,53,54,55,56,60,61,62,63,70,71,72,73,74,80,81,82,83,84,85,100,101,102,103,110,111,112,113,114,115,120,121,122,123,124,125
text_00,0.12535885167464114,0.00861244019138756,0.0019138755980861245,0.0,0.0019138755980861245,0.0,0.0,0.0,0.0,0.0066985645933014355,0.015311004784688996,0.004784688995215311,0.019138755980861243,0.014354066985645933,0.0028708133971291866,0.02583732057416268,0.01818181818181818,0.00861244019138756,0.014354066985645933,0.0019138755980861245,0.00861244019138756,0.0028708133971291866,0.0009569377990430622,0.015311004784688996,0.0028708133971291866,0.013397129186602871,0.0066985645933014355,0.0,0.015311004784688996,0.012440191387559809,0.015311004784688996,0.009569377990430622,0.003827751196172249,0.0,0.0,0.0009569377990430622,0.005741626794258373,0.0,0.0,0.0,0.0,0.02966507177033493,0.015311004784688996,0.0009569377990430622,0.005741626794258373,0.007655502392344498,0.0019138755980861245,0.0066985645933014355,0.007655502392344498,0.003827751196172249,0.0009569377990430622,0.0009569377990430622,0.011483253588516746,0.004784688995215311,0.0009569377990430622,0.0,0.005741626794258373,0.03062200956937799,0.003827751196172249,0.010526315789473684,0.022966507177033493,0.0,0.0019138755980861245,0.07177033492822966,0.012440191387559809,0.03253588516746411,0.028708133971291867,0.03062200956937799,0.005741626794258373,0.010526315789473684,0.0009569377990430622,0.007655502392344498,0.0,0.12057416267942583,0.0,0.11196172248803828,0.005741626794258373,0.0,0.0028708133971291866
text_01,0.1696930740800257,0.013337618511971717,0.008677486742728587,0.006267073758637313,0.0006427767957576731,0.0014462477904547647,0.0001606941989394183,0.0001606941989394183,0.0003213883978788366,0.004660131769243131,0.019443998071669612,0.013659006909850554,0.034067170175156675,0.016551502490760085,0.009641651936365098,0.022175799453639723,0.016390808291820665,0.007231238952273823,0.012855535915153463,0.0012855535915153463,0.0064277679575767315,0.0035352723766672025,0.0016069419893941829,0.02715731962076169,0.011891370721516954,0.0167121966896995,0.01124859392575928,0.0006427767957576731,0.011891370721516954,0.0167121966896995,0.02828217901333762,0.01783705608227543,0.007874015748031496,0.0009641651936365097,0.0003213883978788366,0.0003213883978788366,0.014462477904547646,0.0006427767957576731,0.0012855535915153463,0.0016069419893941829,0.0001606941989394183,0.05061867266591676,0.013337618511971717,0.004981520167121967,0.012373453318335208,0.006267073758637313,0.006909850554394986,0.011730676522577536,0.010605817130001607,0.0024104129840912744,0.0012855535915153463,0.004178049172424875,0.01398039530772939,0.00562429696287964,0.0032138839787883657,0.0016069419893941829,0.004660131769243131,0.02796079061545878,0.004338743371364293,0.007874015748031496,0.015265948899244737,0.0036959665756066207,0.0011248593925759281,0.06363490278000965,0.01896191547485136,0.028442873212277037,0.024586212437730997,0.01960469227060903,0.0032138839787883657,0.004017354973485457,0.0012855535915153463,0.0017676361883336013,0.0008034709946970914,0.03679897155712679,0.0006427767957576731,0.013819701108789972,0.018479832878033103,0.0054636027639402215,0.004178049172424875
text_02,0.17447751741608614,0.009183027232425586,0.00506649778340722,0.004433185560481318,0.0006333122229259025,0.0,0.0,0.0,0.0,0.004116529449018366,0.019949335022165927,0.006966434452184927,0.034198860037998734,0.02564914502849905,0.00506649778340722,0.032932235592146926,0.018999366687777075,0.01013299556681444,0.013299556681443952,0.0018999366687777073,0.0037998733375554147,0.004749841671944269,0.00253324889170361,0.021532615579480684,0.007599746675110829,0.016466117796073463,0.015199493350221659,0.0009499683343888537,0.01836605446485117,0.019632678910702975,0.019316022799240027,0.011082963901203294,0.008233058898036731,0.001266624445851805,0.002849905003166561,0.0,0.009816339455351488,0.0,0.002849905003166561,0.001266624445851805,0.00031665611146295124,0.03578214059531349,0.00506649778340722,0.0031665611146295125,0.007599746675110829,0.012032932235592146,0.004749841671944269,0.009183027232425586,0.01804939835338822,0.006649778340721976,0.004433185560481318,0.0034832172260924636,0.023749208359721344,0.009183027232425586,0.001266624445851805,0.0018999366687777073,0.01266624445851805,0.018682710576314123,0.0037998733375554147,0.001266624445851805,0.010766307789740342,0.002216592780240659,0.0006333122229259025,0.08201393286890438,0.02121595946801773,0.03483217226092464,0.035148828372387586,0.011716276124129196,0.009499683343888538,0.008866371120962635,0.0009499683343888537,0.0006333122229259025,0.00031665611146295124,0.03134895503483217,0.0018999366687777073,0.0031665611146295125,0.01551614946168461,0.00253324889170361,0.009183027232425586
text_03,0.16304662612221257,0.0228786562409499,0.011294526498696786,0.0069504778453518675,0.0002896032435563278,0.0026064291920069507,0.0014480162177816392,0.0,0.0,0.011584129742253113,0.02403706921517521,0.007819287576020852,0.030408340573414423,0.016507384882710686,0.010136113524471474,0.019693020561830293,0.012742542716478424,0.009846510280915146,0.015059368664929048,0.004633651896901245,0.005502461627570229,0.003185635679119606,0.0023168259484506225,0.019403417318273965,0.004923255140457573,0.01621778163915436,0.010136113524471474,0.0014480162177816392,0.015348971908485375,0.015348971908485375,0.03967564436721691,0.015638575152041704,0.020851433536055605,0.003764842166232262,0.004923255140457573,0.0034752389226759338,0.016507384882710686,0.0005792064871126556,0.0,0.003185635679119606,0.0008688097306689834,0.039386041123660585,0.010425716768027803,0.003764842166232262,0.008977700550246163,0.00810889081957718,0.004633651896901245,0.010136113524471474,0.004344048653344918,0.0014480162177816392,0.0014480162177816392,0.0005792064871126556,0.015059368664929048,0.005792064871126557,0.007819287576020852,0.0014480162177816392,0.0008688097306689834,0.021720243266724587,0.0026064291920069507,0.004633651896901245,0.009556907037358819,0.0034752389226759338,0.00405444540978859,0.054155806545033304,0.015348971908485375,0.02924992759918911,0.017955401100492326,0.004633651896901245,0.004923255140457573,0.0014480162177816392,0.0002896032435563278,0.002027222704894295,0.0026064291920069507,0.06110628439038517,0.0011584129742253113,0.04488850275123081,0.011294526498696786,0.0026064291920069507,0.0017376194613379669
text_04,0.14285714285714285,0.005870841487279843,0.003913894324853229,0.003913894324853229,0.0,0.0,0.0,0.0,0.0,0.0019569471624266144,0.01761252446183953,0.011741682974559686,0.011741682974559686,0.011741682974559686,0.0,0.03718199608610567,0.03718199608610567,0.011741682974559686,0.009784735812133072,0.0,0.005870841487279843,0.003913894324853229,0.0,0.007827788649706457,0.0,0.007827788649706457,0.005870841487279843,0.0,0.009784735812133072,0.003913894324853229,0.0019569471624266144,0.0019569471624266144,0.0,0.0,0.0,0.0,0.005870841487279843,0.0,0.0,0.0,0.0,0.0410958904109589,0.01761252446183953,0.005870841487279843,0.007827788649706457,0.005870841487279843,0.0019569471624266144,0.007827788649706457,0.025440313111545987,0.003913894324853229,0.003913894324853229,0.007827788649706457,0.03522504892367906,0.011741682974559686,0.0,0.0019569471624266144,0.021526418786692758,0.011741682974559686,0.0,0.0,0.011741682974559686,0.0,0.0,0.1232876712328767,0.029354207436399216,0.08806262230919765,0.019569471624266144,0.015655577299412915,0.009784735812133072,0.011741682974559686,0.003913894324853229,0.0,0.0,0.05675146771037182,0.0,0.05675146771037182,0.0,0.0,0.0
text_05,0.13800101471334347,0.004058853373921867,0.0010147133434804667,0.0010147133434804667,0.0,0.0,0.0,0.0,0.0,0.0030441400304414,0.019279553526128868,0.0060882800608828,0.0182648401826484,0.008117706747843734,0.0060882800608828,0.0350076103500761,0.022323693556570268,0.013191273465246067,0.014205986808726534,0.0025367833587011668,0.005580923389142567,0.004058853373921867,0.0035514967021816335,0.014713343480466767,0.0050735667174023336,0.011669203450025367,0.007102993404363267,0.0,0.019279553526128868,0.022323693556570268,0.021816336884830034,0.012683916793505834,0.007102993404363267,0.0010147133434804667,0.0,0.0005073566717402334,0.0334855403348554,0.0020294266869609334,0.011669203450025367,0.007102993404363267,0.0,0.023845763571790968,0.008117706747843734,0.0015220700152207,0.0060882800608828,0.0050735667174023336,0.0015220700152207,0.005580923389142567,0.013191273465246067,0.005580923389142567,0.0015220700152207,0.0030441400304414,0.03450025367833587,0.011161846778285134,0.008117706747843734,0.0010147133434804667,0.020801623541349568,0.03602232369355657,0.0136986301369863,0.0025367833587011668,0.0182648401826484,0.0015220700152207,0.0010147133434804667,0.07356671740233384,0.024860476915271434,0.0380517503805175,0.023845763571790968,0.0091324200913242,0.010147133434804667,0.008117706747843734,0.0015220700152207,0.0010147133434804667,0.0010147133434804667,0.05124302384576357,0.0010147133434804667,0.0410958904109589,0.007102993404363267,0.0005073566717402334,0.0010147133434804667
text_06,0.18036966220522627,0.009560229445506692,0.004461440407903123,0.004461440407903123,0.0,0.0,0.0,0.0,0.0,0.005098789037603569,0.018483110261312937,0.006373486297004461,0.036966220522625874,0.022944550669216062,0.0082855321861058,0.025493945188017845,0.022307202039515615,0.009560229445506692,0.012746972594008922,0.0019120458891013384,0.0038240917782026767,0.004461440407903123,0.0025493945188017845,0.02804333970681963,0.0038240917782026767,0.025493945188017845,0.018483110261312937,0.0012746972594008922,0.010197578075207138,0.022307202039515615,0.019120458891013385,0.012746972594008922,0.005098789037603569,0.0,0.0006373486297004461,0.0,0.005098789037603569,0.0,0.0006373486297004461,0.0,0.0,0.05481198215423837,0.012109623964308477,0.0038240917782026767,0.0076481835564053535,0.015933715742511154,0.010197578075207138,0.0165710643722116,0.021669853409815167,0.01338432122370937,0.0006373486297004461,0.005098789037603569,0.007010834926704908,0.0019120458891013384,0.0025493945188017845,0.0,0.0025493945188017845,0.024219247928616953,0.0,0.0019120458891013384,0.019757807520713832,0.0025493945188017845,0.0019120458891013384,0.07074569789674952,0.020395156150414276,0.035691523263224986,0.019120458891013385,0.01338432122370937,0.019120458891013385,0.0019120458891013384,0.0006373486297004461,0.004461440407903123,0.0012746972594008922,0.025493945188017845,0.0,0.0038240917782026767,0.015296367112810707,0.0031867431485022306,0.006373486297004461
text_07,0.15165876777251186,0.0071090047393364926,0.002369668246445498,0.002369668246445498,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.016587677725118485,0.011848341232227487,0.030805687203791468,0.002369668246445498,0.016587677725118485,0.016587677725118485,0.030805687203791468,0.016587677725118485,0.023696682464454975,0.0,0.004739336492890996,0.016587677725118485,0.002369668246445498,0.011848341232227487,0.0071090047393364926,0.0071090047393364926,0.0071090047393364926,0.004739336492890996,0.009478672985781991,0.011848341232227487,0.018957345971563982,0.004739336492890996,0.014218009478672985,0.0,0.004739336492890996,0.002369668246445498,0.011848341232227487,0.0,0.0,0.0,0.0,0.037914691943127965,0.009478672985781991,0.002369668246445498,0.0071090047393364926,0.011848341232227487,0.0,0.011848341232227487,0.04976303317535545,0.02843601895734597,0.004739336492890996,0.002369668246445498,0.02843601895734597,0.002369668246445498,0.002369668246445498,0.002369668246445498,0.02132701421800948,0.030805687203791468,0.0,0.0,0.030805687203791468,0.0,0.002369668246445498,0.07582938388625593,0.02843601895734597,0.037914691943127965,0.030805687203791468,0.002369668246445498,0.0071090047393364926,0.004739336492890996,0.0,0.002369668246445498,0.0,0.023696682464454975,0.002369668246445498,0.011848341232227487,0.009478672985781991,0.002369668246445498,0.0
text_08,0.096,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.016,0.008,0.0,0.024,0.0,0.0,0.016,0.008,0.0,0.0,0.008,0.024,0.008,0.024,0.0,0.0,0.008,0.024,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.008,0.008,0.0,0.0,0.024,0.0,0.016,0.008,0.0,0.504,0.0,0.016,0.0,0.0,0.016,0.0,0.0,0.008,0.0,0.008
